index,Address,Possesion,Furnishing,Buildup_area,Carpet_area,Bathrooms,Property_age,Parking,Price,Brokerage,Floor,Per_sqft_price,BHK,Total_bedrooms
4727,"Ic borivali , I C Colony, Borivali West, Mumbai",Ready to move,Semi Furnished,715,646.156397,1,5,1,16900000,16900000,11,23640,2,2
3758,"Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,3500,2800,6,10,4,132500000,1290000,36,37860,6,6
9166,"Mars Vasant Galaxy, Laxmi Nagar, Goregaon West, Mumbai",Ready to move,Semi Furnished,885,641.948769,1,15,1,21800000,13284179.67,8,24630,2,2
8033,"Wadhwa Pristine, Mahalaxmi Sindhi Colony, Matunga West, Mumbai",Ready to move,Semi Furnished,1800,1243,3,1,2,70000000,700000,35,38890,3,3
6924,"Kapoor Tower, Jesal Park, Bhayandar East, Mumbai",Ready to move,Unfurnished,820,737.4805266,2,20,1,14000000,61603.71962,7,17070,2,2
3951,"Lodha Park, Lower Parel West, Lower Parel, Mumbai",Ready to move,Semi Furnished,1800,1450,3,5,2,74000000,740000,78,41110,3,3
8330,"SD Epsilon, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,1295,1005,3,1,2,34000000,340000,38,26250,3,3
1325,"Rajesh White City, Singh Agri Estate, Kandivali East, Mumbai",Ready to move,Unfurnished,700,486,2,1,1,12500000,130000,40,17860,1,1
1383,"Lalani Heritage Park, Shastri Nagar, Jogeshwari West, Mumbai",Ready to move,Unfurnished,380,280,1,3,0,7800000,78000,21,20530,1,1
6344,"SN Medtiya Raviraj, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,1020,690,2,10,1,9500000,103311.5158,12,9310,2,2
7305,"Saifee Park, Nagpada, Mazgaon, Mumbai",Ready to move,Semi Furnished,1820,1369.162176,1,4,2,57500000,57500000,26,31590,3,3
7778,"Panchamratna Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,1350,599.9460675,3,14,1,12800000,12800000,7,9480,3,3
7188,"Prabhadevi, Mumbai",Ready to move,Semi Furnished,1020,1391.005109,1,15,1,48500000,48500000,19,47550,2,2
7945,"Kemps Corner, Malabar Hill, Mumbai",Ready to move,Semi Furnished,1690,1678,3,10,2,130000000,1300000,28,76920,3,3
9178,"Shakti Shakti Nagar, C S R Complex, Dahisar East, Mumbai",Ready to move,Semi Furnished,625,440,2,15,0,11500000,110000,7,18400,1,1
483,"Kanakia Silicon Valley, Hiranandani Gardens, Powai, Mumbai",Ready to move,Unfurnished,1450,1045,2,1,1,38000000,380000,24,26210,3,3
1946,"Kulupwadi, Borivali East, Mumbai",Ready to move,Unfurnished,710,486.9709694,1,1,1,11000000,11000000,22,15490,1,2
2474,"Laxmina Krishna Niwas, Union Park, Chembur, Mumbai",Ready to move,Unfurnished,1455,1063.860296,1,2,1,38000000,380000,15,26120,3,3
6905,"JP North Phase 3 Estella, Beverly Park, Mira Road East, Mumbai",Ready to move,Unfurnished,1060,650,2,5,2,11000000,150000,20,10380,2,2
1377,"GREEN CHAMBERS, Dalal Estate, Kamathipura, Mumbai",Ready to move,Unfurnished,710,591.9712129,1,2,0,17500000,17500000,20,24650,1,2
3065,"HDIL Dheeraj Savera 1, Siddharth Nagar, Borivali East, Mumbai",Ready to move,Semi Furnished,554,415,2,15,0,10000000,100000,8,18050,1,1
4400,"subhas terrace, Malvani, Malad West, Mumbai",Ready to move,Fully Furnished,850,662.4595623,1,15,1,9800000,60277.14711,4,11530,1,1
8668,"Kulupwadi, Borivali East, Mumbai",Ready to move,Unfurnished,1200,800.0108146,1,1,2,25000000,25000000,15,20830,3,2
7455,"Hiranandani Verona CHS, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,1750,1400,3,15,2,65000000,43399216.87,33,37140,3,3
3695,"Sumit Sumit Artista, Kalina, Santacruz East, Mumbai",Ready to move,Unfurnished,1725,1100,3,1,2,37800000,380000,11,21910,4,4
7168,"Evershine Greens, Anand Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1300,745,2,15,1,22500000,230000,15,17310,2,2
3067,"Surya Group Gokul Garden, Gokul Garden VWX, Kandivali East, Mumbai",Ready to move,Unfurnished,585,400,1,20,0,9500000,94999.99803,8,16240,1,1
4985,"Siddi Vinayak Horizon tower, Prabhadevi, Mumbai",Ready to move,Fully Furnished,3000,1400.055172,1,10,3,100000000,100000000,24,33330,4,5
7074,"Siddharth Nagar, Ghatkopar West, Mumbai",Ready to move,Semi Furnished,820,669.6574455,1,2,1,19000000,19000000,15,23170,2,2
3338,"Rajyog Odina, Lal Dongar, Chembur, Mumbai",Ready to move,Fully Furnished,2000,1520,4,5,2,55000000,550000,18,27500,4,4
5289,"Naigaon East, Mumbai",Ready to move,Unfurnished,500,327.8398488,2,5,1,2210000,41750.68797,7,4420,1,1
1748,"Royal Plaza, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,585,408,1,2,2,2370000,0,7,4050,1,1
9123,"Swaraj Homes Chhaya Society, Chembur, Mumbai",Ready to move,Unfurnished,15000,14000,10,10,9,300000000,3000000,46.87183081,20000,10,10
8985,"Hiranandani Zen Atlantis, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,1250,750,2,5,1,37000000,370000,32,29600,2,2
2681,"Acropolis, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,635,368,1,7,1,2950000,70000,15,4640,1,1
7159,"Sindhi Society, Sindhi Society, Chembur, Mumbai",Ready to move,Unfurnished,780,660,3,15,1,16000000,160000,17,20510,2,2
463,"SD The Lumiere, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,1900,1180,3,2,1,35000000,350000,18,18420,3,3
8215,"on call, Sion, Mumbai",Ready to move,Fully Furnished,1980,1251.968523,1,35,1,49000000,49000000,19,24750,4,3
9257,"St Andrews Rd, Pali Hill, Bandra West, Mumbai",Ready to move,Fully Furnished,2500,2610.898463,1,5,1,150000000,150000000,11,60000,3,3
7975,"Rizvi Harmony Comfort, Pali Hill, Bandra West, Mumbai",Ready to move,Semi Furnished,1390,1070,3,15,2,65000000,650000,14,46760,3,3
2473,"Om Sai Tilak Nagar Union CHSL, Sahakar Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,1100,755,2,1,1,24600000,200000,16,22360,2,2
5445,"SUNDER NAGAR, Kalina, Santacruz East, Mumbai",Ready to move,Semi Furnished,600,512.5981833,1,10,1,14500000,14500000,7,24170,1,2
3715,"Benchmark Solus, Bandra West, Mumbai",Ready to move,Unfurnished,2800,2000,5,4,2,100000000,1000000,10,35710,5,5
7199,"Rivali Park WinterGreen, Food Corporation Of India Warehouse, Borivali East, Mumbai",Ready to move,Fully Furnished,1150,865,2,7,1,30500000,300000,19,26520,2,2
1220,"Sunteck West World 2 Tivri Naigaon East, Naigaon East, Mumbai",Ready to move,Unfurnished,850,547,1,1,1,5321000,64387.20288,22,6260,2,2
6247,"Shree JP Golden City Complex, Kanakia Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,1080,820,2,10,1,10800000,466904.3731,7,10000,2,2
3965,"New sharayu society, Govind Nagar, Borivali West, Mumbai",Ready to move,Semi Furnished,750,577.230978,1,12,1,17500000,17500000,7,23330,2,2
7765,"Bhakti Park, Wadala East, Mumbai",Ready to move,Fully Furnished,1100,1000,3,14,1,28000000,280000,18,25450,3,3
6772,"Patil Gulmohar Heritage, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,800,550,1,10,1,4700000,80004.64424,7,5880,2,2
4073,"Supreme Lake Primrose, Panchkutir Ganesh Nagar, Powai, Mumbai",Ready to move,Unfurnished,985,650,2,12,2,22900000,230000,21,23250,2,2
4826,"Kulupwadi, Borivali East, Mumbai",Ready to move,Semi Furnished,1259,1007,3,25,2,36000000,360000,13,28590,3,3
5707,"Kashigaon, Mira Road East, Mumbai",Ready to move,Semi Furnished,525,419.0861594,1.395665516,35,0,5200000,60035.01821,6,9900,1,2
677,"Raj Florenza, Vijay Park, Mira Road East, Mumbai",Ready to move,Unfurnished,700,448,2,3,1,7500000,39948.55917,14,10710,1,1
5911,"Shree Parasnath Jay Vijay Nagari No 1, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,970,668.9064697,3,8,1,4000000,0,9,4120,2,2
5486,"Lodha New Cuffe Parade, Sion, Mumbai",Ready to move,Unfurnished,585,485,1,5,1,17000000,140000,44,29060,1,1
5470,"Lodha New Cuffe Parade, Sion, Mumbai",Ready to move,Semi Furnished,677,484,1,5,1,18000000,180000,43,26590,1,1
2813,"Unique Aurum, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,710,425,2,5,1,7500000,90999,12,10560,1,1
7260,"SUNDER NAGAR, Kalina, Santacruz East, Mumbai",Ready to move,Unfurnished,1200,1090.577489,1,1,1,33000000,33000000,9,27500,3,3
5882,"Maryland Complex, Borivali West, Mumbai",Ready to move,Semi Furnished,799,666,2,20,1,17500000,180000,7,21900,2,2
8882,"Bay View Malad West, Kharodi Village, Malad West, Mumbai",Ready to move,Semi Furnished,1050,714.2198948,1,12,1,13500000,13500000,7,12860,2,2
6007,"Kalpataru Crest, Kokan Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,820,767,2,12,1,20000000,200000,36,24390,2,2
780,"Wadhawa The Nest, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,2000,1309.743237,4,2,3,60000000,60000000,13,30000,3,3
8896,"Gundecha Aultra, Subhash Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,750,628.7848763,1,15,1,19000000,19000000,18,25330,2,2
5593,"Ashok Towers, Marol, Andheri East, Mumbai",Ready to move,Unfurnished,680,480,2,15,1,12000000,119530.4949,11,17650,1,1
8801,"Srishti Heights, Kokan Nagar, Bhandup West, Mumbai",Ready to move,Unfurnished,715,493,1,9,1,12000000,10604114.64,22,16780,1,1
7287,"Hiranandani Torino, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,1470,1250,3,9,3,60000000,59999999.3,36,40820,3,3
4465,"Ornate Galaxy, Naigaon East, Mumbai",Ready to move,Unfurnished,590,404.5671311,2,6,1,3350000,67000,14,5680,1,2
8897,"Oberoi sky city D, Devipada, Borivali East, Mumbai",Ready to move,Unfurnished,1550,1452.702277,3,1,2,45000000,45000000,61,29030,3,3
3757,"Hiranandani Gardens Odyssey II, Hiranandani Gardens, Powai, Mumbai",Ready to move,Semi Furnished,3000,2200,4,8,2,102000000,1050000,27,34000,4,4
6191,"Prithvi Pride Phase I, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,880,680,2,1,2,9500000,69424.67426,22,10790,2,2
2731,"Nine Sundaram Plaza H Wing, Lakshmiben Chedda Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,620,434,1,8,1,2760000,51944.09948,7,4450,1,1
4160,"DB Woods, Gokuldham, Goregaon East, Mumbai",Ready to move,Semi Furnished,1685,1485,2,8,1,30000000,300000,45,17800,2,2
757,"A And O F Residences, Kurar Village, Malad East, Mumbai",Ready to move,Unfurnished,1074,1074,3,1,1,28000000,280000,42,26070,3,3
8122,"Transcon Triumph Tower 3, Industrial Area, Andheri West, Mumbai",Ready to move,Fully Furnished,1900,1350,3,3,2,65000000,650000,35,34210,3,3
5912,"Sai Baba Nagar, Chembur, Mumbai",Ready to move,Unfurnished,850,644.0493299,1,5,0,17000000,17000000,13,20000,2,2
2836,"Ekta Parksville Phase I, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,675,400,2,5,0,3000000,11314.19402,15,4440,1,1
5128,"Mumbai Shelter Andheri Ekta, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,950,650,2,5,1,22500000,230000,11,23680,2,2
515,"Hiranandani Maple A B and C Wing, Sainath Nagar, Powai, Mumbai",Ready to move,Unfurnished,565,380,2,4,1,15500000,1303538.741,17,27430,1,1
1629,"Shantidham, Kannamwar Nagar II, Vikhroli East, Mumbai",Ready to move,Unfurnished,550,400,1,1,1,8500000,85903.70781,22,15450,1,1
7767,"Lodha Aurum Grande, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,1481,1022,4,8,2,31000000,307247.3912,21,20930,3,3
4987,"Lokhandwala Sapphire Heights, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Semi Furnished,1250,845,2,6,1,20000000,200000,21,16000,3,3
4649,"Lodha New Cuffe Parade, Sion, Mumbai",Ready to move,Unfurnished,511,511,1,6,1,17000000,170000,43,33270,1,1
7522,"Aarey Colony, Goregaon East, Mumbai",Ready to move,Unfurnished,1272,787.0324775,1,12,2,9500000,136282.7737,20,7470,3,3
445,"Ekta Tripolis, Somani Gram, Goregaon West, Mumbai",Ready to move,Semi Furnished,1096,913,2,2,1,32800000,650000,36,29930,2,2
710,"Mill worker mhada, Parel, Mumbai",Ready to move,Unfurnished,240,364.6317959,1,2,0,4500000,0,24,18750,1,1
1338,"JP Codename HOTCAKE, Kashimira, Mira Road East, Mumbai",Ready to move,Unfurnished,511,450,2,1,0,6000000,1104.746969,25,11740,1,1
6470,"the fortuna andheri west, Suresh Nagar, Andheri West, Mumbai",Ready to move,Unfurnished,920,690.3476002,1,8,1,21600000,21600000,7,23480,2,2
1679,"Bachraj Lifespace, Y K Nagar, Virar West, Mumbai",Ready to move,Semi Furnished,550,400,2,2,1,4000000,0,14,7270,1,1
2232,"Palan Gagangiri Elanza, Nav Indraprastha CHS, Mulund East, Mumbai",Ready to move,Unfurnished,1200,820,2,1,2,23500000,240000,39,19580,2,2
9207,"Green Valey chs, Anand Nagar, Dahisar East, Mumbai",Ready to move,Unfurnished,430,447.7507344,1,35,1,6800000,60755.96932,4,15810,1,2
3698,"Oberoi Esquire, Yashodham, Goregaon East, Mumbai",Ready to move,Semi Furnished,2660,1752.370823,5,6,7,127300000,1900000,50,47860,6,6
8864,"Raheja Acropolis, Deonar, Govandi, Mumbai",Ready to move,Fully Furnished,1150,900,1,10,1,28000000,27599709.09,10,24350,2,2
6254,"P&T Staff Colony, Mulund West, Mumbai",Ready to move,Unfurnished,850,663.147687,1,5,1,12000000,12000000,20,14120,2,2
6550,"Sugee Atharva, Century Bazaar, Prabhadevi, Mumbai",Ready to move,Unfurnished,490,470,2,1,2,24500000,250000,23,50000,2,2
8757,"Guru Krupa society, Sion East, Sion, Mumbai",Ready to move,Fully Furnished,850,625.1547893,1,15,0,16000000,16000000,4,18820,3,3
7525,"Jupiter, Cuffe Parade, Mumbai",Ready to move,Semi Furnished,1500,1999.988092,1,20,1,110000000,110000000,31,73330,3,3
8498,"Premium Building, Airport Area, Juhu, Mumbai",Ready to move,Semi Furnished,1350,1235.29094,1,5,2,60000000,60000000,15,44440,3,3
8771,"Bharat Juhu Vikrant Acropolis, Suvarna Nagar, Juhu, Mumbai",Ready to move,Semi Furnished,1680,1006.791318,1,6,2,59800000,48485286.21,15,35570,3,5
2396,"Hetali Blessings, Churi Wadi, Goregaon East, Mumbai",Ready to move,Fully Furnished,812,650,2,4,1,21000000,7789908.734,21,25860,2,2
4610,"Terrain Heights, Vakola, Santacruz East, Mumbai",Ready to move,Unfurnished,995,710,2,8,1,21000000,210000,10,21110,2,2
1746,"Shakti Western Park, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,590,415,1,3,2,2350000,0,10,3980,1,1
2905,"Poonam Avenue, Global City, Virar West, Mumbai",Ready to move,Semi Furnished,530,375,2,9,2,3700000,58860.95287,14,6980,1,1
1948,"DP Star Triveni, Industrial Area, Bhandup West, Mumbai",Ready to move,Unfurnished,450,403.611927,1,4,1,9500000,95000,22,21110,1,2
21,"Goodwill Kanchangiri, Kulupwadi, Borivali East, Mumbai",Ready to move,Unfurnished,890,771,2,1,1,23800000,0,23,26740,2,2
3710,"Wadhwa 25 South Prabhadevi, Prabhadevi, Mumbai",Ready to move,Unfurnished,4150,2496,5,1,3,300000000,3000000,45,72290,4,4
5755,"Mahada New Tower, Jankalyan Nagar, Malad West, Mumbai",Ready to move,Unfurnished,435,305,1,8,1,5200000,52000,24,11950,1,1
7700,"Pandurang Wadi, Goregaon East, Mumbai",Ready to move,Fully Furnished,827,736.0152274,1,4,1,24100000,24100000,10,29080,3,2
7096,"Shapoorji Pallonji Vicinia, Marol, Powai, Mumbai",Ready to move,Semi Furnished,1250,888,1,7,1,27000000,270000,22,21600,2,2
7242,"Mahim West, Mahim, Mumbai",Ready to move,Fully Furnished,1200,1228.173501,1,50,3,40000000,40000000,3,33330,3,2
1080,"Godrej Serenity, Deonar Village, Govandi, Mumbai",Ready to move,Semi Furnished,1740,1450,3,1,2,56000000,560000,17,32180,3,3
3315,"Sea Kunal Waterfront Tower, Navy Nagar, Colaba, Mumbai",Ready to move,Semi Furnished,3990,2997,4,15,1,260000000,2600000,21,65160,4,4
6398,"Sheth Montana, Vasant Oscar, Mulund West, Mumbai",Ready to move,Semi Furnished,985,723,2,5,1,22000000,220000,35,22340,2,2
8329,"Juhu, Suvarna Nagar, Vile Parle West, Mumbai",Ready to move,Semi Furnished,2000,1999.998799,1,5,1,110000000,110000000,9,55000,3,3
6540,"Srishti Mayuresh Srishti, Sarvodaya Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,875,650,2,10,2,14500000,140000,13,16570,2,2
2337,"Amardeep Anutham, Sane Guruji Nagar, Mulund East, Mumbai",Ready to move,Unfurnished,1050,865,3,1,2,24000000,240000,23,22860,3,3
7162,"Evershine Greens, Anand Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,1100,750,2,15,1,22500000,230000,14,20450,2,2
164,"Rajkamal, Yogi Nagar, Borivali West, Mumbai",Ready to move,Unfurnished,403,539.8682013,1,1,1,12200000,12200000,18,30270,1,2
1793,"Arkade Earth, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,530,461,2,4,1,13000000,130000,22,24530,1,1
3724,"Wadhwa The Address, Godrej & Boyce Industry Estate, Ghatkopar West, Mumbai",Ready to move,Fully Furnished,3547,2365,5,5,2,90000000,900000,21,25370,4,4
5460,"Prabhadevi, Mumbai",Ready to move,Semi Furnished,535,475,2,20,1,22500000,22499999.7,7,42060,1,1
9288,"Swastik Pushkar Accord, Lokhandwala Township, Kandivali East, Mumbai",Ready to move,Unfurnished,910,715,2,20,0,12500000,130000,10,13740,2,2
5616,"Yamuna Nagar Back Road Lokhandwala, SV Patel Nagar, Andheri West, Mumbai",Ready to move,Fully Furnished,450,447.5281818,1,20,1,12500000,12500000,20,27780,1,1
7203,"Platinum Life, D.N.Nagar, Andheri West, Mumbai",Ready to move,Semi Furnished,1000,680,2,1,1,27000000,270000,15,27000,2,2
3310,"Kamala Nagar, Vile Parle West, Mumbai",Ready to move,Unfurnished,1700,1508.032812,1,10,2,95000000,95000000,7,55880,4,4
8035,"Satra Park, Borivali West, Mumbai",Ready to move,Semi Furnished,1600,1050,3,5,1,42500000,430000,18,26560,3,3
2544,"Eksar, Borivali West, Mumbai",Ready to move,Unfurnished,948,601.0591005,1,1,1,19900000,19900000,14,20990,2,2
4729,"Satya Nagar, Borivali West, Mumbai",Ready to move,Fully Furnished,515,447.9594813,1,30,0,11700000,11700000,7,22720,1,2
4308,"Dosti Flamingos, Sindhu Nagar, Sewri, Mumbai",Ready to move,Semi Furnished,850,750,2,10,1,31500000,13216175.76,22,37060,2,2
1835,"Navkar City Phase 1 And 2, Naigaon East, Mumbai",Ready to move,Unfurnished,535,400.2617847,3,1,1,3100000,0,16,5790,1,1
5688,"Aakash Nidhi, Queen's Park, Mira Road East, Mumbai",Ready to move,Semi Furnished,580,396.8915066,1,12,1,6700000,29458.98551,7,11550,1,1
6105,"Gaurkrupa Chs Ltd, I C Colony, Borivali West, Mumbai",Ready to move,Fully Furnished,800,636.5830049,2,15,1,16000000,16000000,7,20000,2,2
4730,"Icphuu, Borivali West, Mumbai",Ready to move,Semi Furnished,980,847.9797384,1,23,2,30000000,30000000,7,30610,3,3
5081,"Bandra West, Mumbai",Ready to move,Unfurnished,650,538.4153437,1,5,1,18500000,18500000,3,28460,2,2
7925,"Highland Park, Highland Park, Andheri West, Mumbai",Ready to move,Fully Furnished,1375,1150,3,25,1,44900000,450000,15,32650,3,3
7353,"Bhakti Park, Wadala East, Mumbai",Ready to move,Semi Furnished,1300,1200,2,14,1,28000000,280000,17,21540,3,3
2083,"Hiranandani Zen Atlantis, Hiranandani Gardens, Powai, Mumbai",Ready to move,Fully Furnished,1050,770,2,5,2,37000000,370000,28,35240,2,2
7992,"Chandak Harmony, Kandivali West, Mumbai",Ready to move,Semi Furnished,878,778,2,10,1,29300000,290000,21,33370,3,3
4674,"Runwal The Orchard Residency, Amrut Nagar, Ghatkopar West, Mumbai",Ready to move,Unfurnished,1360,830,2,10,1,24000000,240000,15,17650,3,3
4934," Jainam Elysium, Anand Nagar, Bhandup West, Mumbai",Ready to move,Semi Furnished,1020,851,2,3,1,20000000,200000,23,19610,2,2
5446,"Annapurna Kasturi Heights, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Fully Furnished,710,460,2,5,2,7350000,101200.7503,12,10350,1,1
4870,"Mantri Serene, Nagri Niwara Cooperative Housing Society, Goregaon East, Mumbai",Ready to move,Unfurnished,675,500,2,8,1,10500000,100000,15,15550,2,2
3584,"GANDHIGRAM ROAD, Vithal Nagar, Juhu, Mumbai",Ready to move,Semi Furnished,2610,2610.898697,1,10,1,150000000,150000000,9,57470,4,4
6371,"Leena Bhairav Residency, Chandan Shanti, Mira Road East, Mumbai",Ready to move,Semi Furnished,1050,750,2,5,1,11500000,1096089.658,14,10910,2,2
5104,"Juhu Tara, Juhu, Mumbai",Ready to move,Fully Furnished,2800,1883.473786,2.028430579,5,3,113700000,113700000,12,40590,4,4
4099,"Khar West, Mumbai",Ready to move,Semi Furnished,2000,1600,4,5,3,87500000,0,12,43750,3,3
9302,"Manish Kaveri, Bhudargarh Colony, Andheri West, Mumbai",Ready to move,Unfurnished,525,424.612318,1,35,1,14500000,14500000,6,27620,1,1
108,"Sai Om Sai Heights II All Towers, Morya Nagar, Nalasopara West, Mumbai",Ready to move,Semi Furnished,594,410,2,4,2,3000000,0,9,5050,1,1
7786,"Khar West, Mumbai",Ready to move,Semi Furnished,1242,1228.196414,1,20,1,40000000,40000000,10,32210,3,3
158,"Runwal Bliss, Kanjurmarg East, Mumbai",Ready to move,Semi Furnished,897,797,1,1,1,23000000,230000,50,25640,2,2
2888,"Sunshine Solaris, Global City, Virar West, Mumbai",Ready to move,Unfurnished,620,430,2,5,1,3689000,0,15,5950,1,1
2022,"Ornate Galaxy, Naigaon East, Mumbai",Ready to move,Semi Furnished,580,360,1,4,0,3300000,62162.44136,14,5690,1,1
1495,"good society, Tilak Nagar, Chembur, Mumbai",Ready to move,Semi Furnished,450,447.5278905,1,2,2,12500000,12500000,12,27780,1,2
7999,"Srishti Synchronicity, Chandivali, Powai, Mumbai",Ready to move,Semi Furnished,1650,1000,3,10,1,34500000,350000,20,20910,3,3
1431,"Hiranandani Regent Hill C D And E Wing, Sainath Nagar, Powai, Mumbai",Ready to move,Semi Furnished,650,381,1,1,1,16000000,0,25,24610,1,1
